not_master	100 2.74 -29 341 0.48 6 13 -650 63 27 2 2 0 7 1
not_master	100 0 0 290 0.38 3 10 -100 496 26 2 4 3 5 1
master	100 0.48 -64 87 0.48 4 16 -118 84 33 4 4 0 9 1
not_master	100 0.64 -22 84 0.48 7 16 -109 70 33 4 4 0 2 1
master	129 0.4 -1 131 0.42 4 17 -122 85 40 4 4 0 5 1
master	129 0 -177 110 0.36 3 14 -174 147 39 4 4 1 9 1
master	380 1.57 0 175 0.6 8 24 -67 270 40 4 2 1 0 1
master	380 2.15 -61 86 0.55 8 22 -275 0 40 4 4 1 1 1
master	100 1.0 -15 73 0.37 4 11 -86 80 30 4 4 0 3 1
master	100 0 -14 133 0.34 2 10 -166 11 29 4 2 2 4 1
not_master	246 0 -26 1047 0.49 5 25 -203 2097 51 4 4 2 2 1
not_master	246 0 -110 136 0.39 3 20 -2231 121 51 4 4 0 3 1
master	268 1.3 -79 447 0.43 3 23 -468 90 54 4 4 5 1 1
master	268 0.57 -11 166 0.43 3 23 -447 83 53 4 4 1 0 1
master	431 -0.41 -17 431 0.46 5 19 -435 522 41 4 4 4 7 0
master	431 0 -253 307 0.5 6 20 -433 135 40 2 2 3 4 1
master	281 0 -55 726 0.42 5 15 -666 101 36 4 4 0 8 1
master	281 11.66 0 408 0.37 3 13 -476 62 35 4 4 1 9 1
not_master	520 4.47 -32 215 0.53 7 23 -729 23 43 4 4 3 3 0
not_master	520 0 -86 335 0.67 9 28 -50 549 42 4 2 2 3 1
master	209 1.48 0 149 0.39 4 17 -158 153 44 4 4 0 3 1
master	209 0 -47 182 0.48 3 21 -218 28 44 4 1 1 8 1
not_master	511 20.68 -5 5018 0.53 5 25 -53 5273 47 4 4 2 4 0
not_master	511 -16.23 -763 473 0.47 5 22 -5297 48 47 4 4 3 1 1
master	180 0 -590 1022 0.41 4 16 -590 1011 39 4 2 2 12 0
not_master	180 1.62 0 750 0.33 3 13 -1386 21 39 4 4 0 7 1
not_master	142 0 -2 310 0.39 4 14 8 650 36 4 4 0 6 1
not_master	142 0.06 0 1099 0.33 4 12 -1595 0 36 2 4 0 5 1
master	365 0.21 -1 89 0.51 4 27 -132 75 53 4 2 5 3 1
master	365 0 -21 379 0.56 7 29 -323 114 52 4 4 1 5 1
not_master	100 2.07 0 85 0.57 2 8 -77 64 14 4 4 0 0 0
master	100 0 0 132 0.54 3 7 -161 8 13 4 4 0 1 0
not_master	142 1.76 -18 379 0.3 4 10 -381 150 33 4 4 1 3 1
not_master	142 2.27 -7 441 0.3 3 10 -320 3 33 2 4 0 4 1
not_master	142 0 -22 153 0.63 7 26 -16 310 41 4 4 3 1 1
not_master	142 1.66 -8 190 0.41 3 17 -362 15 41 2 2 0 0 0
not_master	302 0.34 -11 496 0.38 2 18 -1289 73 47 4 4 0 5 1
not_master	302 0 0 605 0.52 8 24 -389 1254 46 4 4 1 6 1
not_master	100 0.2 -36 565 0.62 8 31 -583 465 50 4 4 7 4 1
not_master	100 0 -31 148 0.58 9 29 -473 77 50 1 1 5 7 0
not_master	573 1.9 -29 232 0.35 6 28 -201 311 79 4 2 5 15 1
not_master	573 0 -114 350 0.41 3 32 -480 0 79 2 4 1 11 1
master	290 0 -27 369 0.54 5 20 -522 89 37 4 4 0 3 1
master	290 0.25 -249 205 0.42 5 15 -148 389 36 4 4 11 11 1
not_master	219 0 0 132 0.61 7 22 -51 412 36 4 4 3 4 1
not_master	219 -1.39 -81 152 0.56 4 20 -217 46 36 4 4 0 9 1
master	100 3.47 -18 208 0.58 5 35 -227 56 60 4 4 2 2 1
not_master	100 0.05 0 381 0.45 7 27 -369 227 60 4 4 4 4 1
