not_master	175 0 347 0 692 0.0 0.0 0.0 0.12 -212 891 11 3 0.27 0.3 0.32 41 1 4 4 0.5 0.3 0.2 0.25 0.2 0.25 9 1 1 17
not_master	175 0 347 -38 213 0.0 0.0 1.3 2.28 -507 0 12 2 0.29 0.3 0.36 41 1 4 4 0.3 0.4 0.5 0.25 0.2 0.15 10 0 1 18
not_master	175 0 156 -29 369 56.22 9.0 0.0 2.28 -1610 221 18 3 0.44 0.5 0.44 41 2 4 2 0.6 0.45 0.2 0.25 0.2 0.2 4 1 1 27
not_master	175 0 156 -27 217 0.0 0.0 0.8 0.92 -354 1206 13 5 0.33 0.1 0.16 40 3 4 4 0.5 0.35 0.4 0.3 0.1 0.1 4 0 1 16
not_master	175 0 329 -21 1027 154.7 24.45 0.0 0.0 -1334 22 21 3 0.5 0.3 0.48 42 4 4 4 0.7 0.35 0.2 0.15 0.1 0.25 5 1 1 19
not_master	175 0 329 -66 120 10.06 -1.61 0.0 0.0 -38 333 21 4 0.51 0.6 0.52 41 1 4 4 0.4 0.35 0.4 0.25 0.1 0.25 10 2 1 18
not_master	175 0 350 0 454 10.76 2.07 4.3 0.04 -539 323 9 2 0.31 0.3 0.32 29 3 4 2 0.6 0.4 0.1 0.2 0.2 0.2 3 0 1 7
not_master	175 0 350 0 263 0.0 0.0 0.0 0.0 -125 510 13 7 0.46 0.4 0.4 28 3 4 2 0.4 0.35 0.2 0.2 0.3 0.15 4 0 1 22
not_master	175 0 310 0 384 0.0 0.0 27.7 0.0 -1224 61 8 2 0.26 0.0 0.24 31 2 4 2 0.3 0.35 0.3 0.2 0.4 0.35 6 0 1 29
not_master	175 0 310 -8 1063 0.0 0.0 6.1 5.0 -216 1089 11 3 0.37 0.2 0.4 30 1 2 1 0.6 0.4 0.1 0.1 0.1 0.1 12 3 1 40
not_master	175 0 515 0 322 0.0 0.0 0.0 0.0 -143 326 13 5 0.5 0.5 0.48 26 3 4 4 0.5 0.5 0.2 0.3 0.2 0.1 3 0 1 19
not_master	175 0 515 0 129 0.0 0.0 10.8 5.16 -349 29 8 2 0.31 0.3 0.28 26 3 4 2 0.4 0.4 0.2 0.3 0.4 0.2 1 2 1 24
not_master	175 0 101 0 401 76.99 16.04 1.4 16.04 -91 207 9 3 0.36 0.4 0.36 25 2 2 4 0.3 0.3 0.4 0.3 0.3 0.3 2 2 1 25
not_master	175 0 101 -6 1345 96.05 20.46 4.0 0 -1507 68 11 3 0.46 0.5 0 24 1 2 1 0.5 0.4 0.1 0.1 0.1 0.15 5 0 1 20
not_master	175 0 356 -84 256 0.0 0.0 -8.4 0.32 -6111 50 29 6 0.47 0.4 0.32 62 0 4 2 0.5 0.4 0.2 0.2 0.3 0.15 4 2 1 15
